Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment,RecencyScaled,FrequencyScaled,MonetaryScaled,ClusterKMeans,ClusterHierarchical
12380,20,4,2724.81,4,4,5,445,Loyal Customers,0.05630026809651475,0.014285714285714287,0.009724309277866341,1,2
12381,3,5,1845.3100000000006,5,4,4,544,Champions,0.010723860589812333,0.01904761904761905,0.006585547305514712,1,2
12383,183,5,1850.56,1,4,4,144,At Risk,0.4932975871313673,0.01904761904761905,0.0066042835196759905,3,5
12384,27,2,585.2700000000002,4,2,3,423,Potential Loyalists,0.07506702412868634,0.004761904761904762,0.0020887131546995334,1,2
12386,336,2,401.9,1,2,2,122,Hibernating,0.903485254691689,0.004761904761904762,0.0014343018040797275,4,1
12388,14,6,2780.6600000000008,4,4,5,445,Loyal Customers,0.040214477211796246,0.02380952380952381,0.009923626908515393,1,2
12390,78,1,549.8399999999998,2,1,3,213,Hibernating,0.21179624664879357,0.0,0.00196227047513112,5,3
12391,20,1,460.88999999999993,4,1,2,412,Promising,0.05630026809651475,0.0,0.0016448254751985705,1,2
12393,71,4,1582.6000000000006,2,4,4,244,At Risk,0.193029490616622,0.014285714285714287,0.005647987148884244,5,3
12394,62,2,1272.48,3,2,4,324,About to Sleep,0.16890080428954424,0.004761904761904762,0.004541230056370669,5,3
12395,18,12,3018.6299999999987,4,5,5,455,Loyal Customers,0.050938337801608585,0.05238095238095239,0.010772894886412506,1,2
12397,34,2,2409.9000000000005,3,2,5,325,About to Sleep,0.09383378016085792,0.004761904761904762,0.008600457620432288,1,2
12398,44,1,1635.66,3,1,4,314,About to Sleep,0.12064343163538874,0.0,0.005837347820007582,5,3
12399,118,4,1108.65,2,4,4,244,At Risk,0.3190348525469169,0.014285714285714287,0.003956553110457801,3,5
12401,302,1,84.3,1,1,1,111,Hibernating,0.8123324396782842,0.0,0.0003008500673897015,4,1
12402,322,1,225.6,1,1,1,111,Hibernating,0.8659517426273459,0.0,0.0008051218885304467,4,1
12403,48,1,427.7,3,1,2,312,About to Sleep,0.13136729222520108,0.0,0.0015263769136723052,5,3
12405,147,1,1710.3900000000006,2,1,4,214,Hibernating,0.3967828418230563,0.0,0.0061040444455832945,3,5
12406,21,2,3415.300000000001,4,2,5,425,Potential Loyalists,0.05898123324396783,0.004761904761904762,0.01218853185238491,1,2
12407,48,5,1708.1199999999994,3,4,4,344,Loyal Customers,0.13136729222520108,0.01904761904761905,0.006095943263460223,5,3
12408,31,5,2888.550000000001,4,4,5,445,Loyal Customers,0.08579088471849866,0.01904761904761905,0.010308665031536449,1,2
12409,77,3,11072.670000000002,2,3,5,235,At Risk,0.20911528150134048,0.009523809523809525,0.03951617456327315,5,3
12410,307,2,693.3299999999998,1,2,3,123,Hibernating,0.8257372654155496,0.004761904761904762,0.0024743579741791422,4,1
12412,73,3,1226.88,2,3,4,234,At Risk,0.19839142091152814,0.009523809523809525,0.004378492653369834,5,3
12413,65,3,758.0999999999998,3,3,3,333,Need Attention,0.1769436997319035,0.009523809523809525,0.0027055093248888806,5,3
12414,216,3,562.41,1,3,3,133,At Risk,0.5817694369973191,0.009523809523809525,0.0020071303250372716,2,4
12415,23,20,124914.52999999975,4,5,5,455,Loyal Customers,0.064343163538874,0.09047619047619049,0.445795311606795,6,6
12417,2,9,3649.1,5,5,5,555,Champions,0.00804289544235925,0.0380952380952381,0.013022917923033924,1,2
12418,111,1,668.5799999999998,2,1,3,213,Hibernating,0.30026809651474534,0.0,0.0023860301074188207,5,3
12420,62,1,600.3900000000001,3,1,3,313,About to Sleep,0.16890080428954424,0.0,0.00214267345148402,5,3
12421,14,4,807.0400000000003,4,4,3,443,Loyal Customers,0.040214477211796246,0.014285714285714287,0.0028801665288989893,1,2
12422,94,3,803.5599999999997,2,3,3,233,At Risk,0.2546916890080429,0.009523809523809525,0.0028677470955120812,5,3
12423,-1,8,1859.31,5,5,4,554,Champions,0.0,0.03333333333333334,0.006635510543278125,1,2
12424,161,1,1760.9599999999996,2,1,4,214,Hibernating,0.4343163538873995,0.0,0.006284518797990138,3,5
12425,77,1,777.1999999999998,2,1,3,213,Hibernating,0.20911528150134048,0.0,0.0027736734564089674,5,3
12426,193,1,582.7299999999998,1,1,3,113,Hibernating,0.5201072386058981,0.0,0.0020796483958481697,3,5
12427,20,3,825.8000000000003,4,3,3,433,Potential Loyalists,0.05630026809651475,0.009523809523809525,0.002947117267501964,1,2
12428,24,9,7956.460000000004,4,5,5,455,Loyal Customers,0.06702412868632708,0.0380952380952381,0.02839503590964965,1,2
12429,8,4,3750.400000000001,5,4,5,545,Champions,0.02412868632707775,0.014285714285714287,0.013384437636279204,1,2
12430,42,1,256.4,3,1,2,312,About to Sleep,0.11528150134048258,0.0,0.000915041011609958,1,2
12431,34,15,6487.449999999999,3,5,5,355,Loyal Customers,0.09383378016085792,0.06666666666666668,0.02315242905916155,1,2
12432,41,5,5059.3200000000015,3,4,5,345,Loyal Customers,0.1126005361930295,0.01904761904761905,0.018055714862942645,1,2
12433,-1,7,13375.869999999994,5,5,5,555,Champions,0.0,0.028571428571428577,0.047735840935894246,1,2
12434,83,2,806.14,2,2,3,223,Hibernating,0.225201072386059,0.004761904761904762,0.00287695460647134,5,3
12435,78,2,7829.889999999998,2,2,5,225,Hibernating,0.21179624664879357,0.004761904761904762,0.02794333255224139,5,3
12436,98,1,509.0100000000001,2,1,3,213,Hibernating,0.26541554959785524,0.0,0.0018165562609968207,5,3
12437,0,18,4951.409999999997,5,5,5,555,Champions,0.002680965147453083,0.08095238095238096,0.01767060536386763,1,2
12438,13,2,2906.850000000001,4,2,5,425,Potential Loyalists,0.03753351206434317,0.004761904761904762,0.010373974120898624,1,2
12441,365,1,173.55,1,1,1,111,Hibernating,0.9812332439678284,0.0,0.0006193657081314674,4,1
12442,2,1,172.06,5,1,1,511,New Customers,0.00804289544235925,0.0,0.0006140481921123611,1,2
12444,20,5,5005.46,4,4,5,445,Loyal Customers,0.05630026809651475,0.01904761904761905,0.017863499149661392,1,2
12445,21,1,133.4,4,1,1,411,Promising,0.05898123324396783,0.0,0.00047607827983139005,1,2
12446,56,1,1002.3099999999997,3,1,4,314,About to Sleep,0.15281501340482573,0.0,0.0035770466316176943,5,3
12447,242,1,476.49,1,1,2,112,Hibernating,0.6514745308310992,0.0,0.0017004987972778038,2,4
12448,43,1,449.45000000000016,3,1,2,312,About to Sleep,0.11796246648793567,0.0,0.0016039983723404672,1,2
12449,21,4,4067.2900000000013,4,4,5,445,Loyal Customers,0.05898123324396783,0.014285714285714287,0.014515355523054085,1,2
12450,155,2,197.88,2,2,1,221,Hibernating,0.41823056300268097,0.004761904761904762,0.0007061946777588865,3,5
12451,9,5,9035.52,5,4,5,545,Champions,0.026809651474530835,0.01904761904761905,0.032245988148291764,1,2
12452,15,2,430.57000000000005,4,2,2,422,Potential Loyalists,0.04289544235924933,0.004761904761904762,0.0015366193774138054,1,2
12453,133,1,707.0899999999998,2,1,3,213,Hibernating,0.35924932975871315,0.0,0.0025234646992951834,3,5
12454,55,1,3528.34,3,1,5,315,About to Sleep,0.15013404825737267,0.0,0.012591949309297502,5,3
12455,72,6,2466.859999999997,2,5,5,255,Can't Loose,0.1957104557640751,0.02380952380952381,0.008803736622075422,5,3
12456,43,3,3181.039999999998,3,3,5,335,Need Attention,0.11796246648793567,0.009523809523809525,0.011352504132495084,1,2
12457,65,7,2363.23,3,5,5,355,Loyal Customers,0.1769436997319035,0.028571428571428577,0.008433901598545247,5,3
12458,70,2,947.4,3,2,4,324,About to Sleep,0.19034852546916892,0.004761904761904762,0.00338108367550419,5,3
12461,93,2,826.8800000000001,2,2,3,223,Hibernating,0.2520107238605898,0.004761904761904762,0.0029509715744151415,5,3
12462,17,2,1189.59,4,2,4,424,Potential Loyalists,0.0482573726541555,0.004761904761904762,0.004245412000784282,1,2
12463,52,4,1344.7799999999995,3,4,4,344,Loyal Customers,0.14209115281501342,0.014285714285714287,0.004799254491391728,5,3
12464,9,8,1212.0499999999995,5,5,4,554,Champions,0.026809651474530835,0.03333333333333334,0.004325567309367587,1,2
12465,16,2,742.1900000000003,4,2,3,423,Potential Loyalists,0.045576407506702415,0.004761904761904762,0.0026487296739734598,1,2
12468,186,2,729.54,1,2,3,123,Hibernating,0.5013404825737265,0.004761904761904762,0.0026035843198515163,3,5
12471,1,30,19824.049999999945,5,5,5,555,Champions,0.005361930294906166,0.1380952380952381,0.07074812311312925,1,2
12472,31,7,6572.110000000002,4,5,5,455,Loyal Customers,0.08579088471849866,0.028571428571428577,0.023454563895522324,1,2
12473,28,5,3938.55,4,4,5,445,Loyal Customers,0.0777479892761394,0.01904761904761905,0.014055907863792514,1,2
12474,16,18,7375.789999999997,4,5,5,455,Loyal Customers,0.045576407506702415,0.08095238095238096,0.026322739247358073,1,2
12475,52,1,723.38,3,1,3,313,About to Sleep,0.14209115281501342,0.0,0.002581600495235614,5,3
12476,14,11,6816.420000000005,4,5,5,455,Loyal Customers,0.040214477211796246,0.04761904761904763,0.024326458082520885,1,2
12477,21,6,13219.73999999999,4,5,5,455,Loyal Customers,0.05898123324396783,0.02380952380952381,0.04717864377075124,1,2
12478,2,1,680.9900000000002,5,1,3,513,New Customers,0.00804289544235925,0.0,0.0024303189488933913,1,2
12479,10,1,527.2,5,1,3,513,New Customers,0.029490616621983913,0.0,0.0018814727820622853,1,2
12480,27,4,3281.630000000001,4,4,5,445,Loyal Customers,0.07506702412868634,0.014285714285714287,0.011711489995825225,1,2
12481,21,10,5596.320000000002,4,5,5,455,Loyal Customers,0.05898123324396783,0.04285714285714286,0.019972161911439325,1,2
12483,16,8,2484.980000000001,4,5,5,455,Loyal Customers,0.045576407506702415,0.03333333333333334,0.008868403326952084,1,2
12484,31,6,4541.720000000001,4,5,5,455,Loyal Customers,0.08579088471849866,0.02380952380952381,0.016208502586775274,1,2
12488,8,3,1298.66,5,3,4,534,Potential Loyalists,0.02412868632707775,0.009523809523809525,0.004634661310988253,1,2
12489,335,1,334.92999999999995,1,1,2,112,Hibernating,0.900804289544236,0.0,0.001195299087435738,4,1
12490,4,10,5417.9299999999985,5,5,5,555,Champions,0.013404825737265416,0.04285714285714286,0.01933552319825249,1,2
12491,37,1,460.40000000000015,3,1,2,312,About to Sleep,0.10187667560321716,0.0,0.0016430767618768518,1,2
12492,62,2,263.21,3,2,2,322,About to Sleep,0.16890080428954424,0.004761904761904762,0.0009393445579791616,5,3
12493,164,2,433.74,2,2,2,222,Hibernating,0.44235924932975873,0.004761904761904762,0.0015479324819645212,3,5
12494,14,7,1246.1000000000004,4,5,4,454,Loyal Customers,0.040214477211796246,0.028571428571428577,0.004447085041213608,1,2
12497,80,1,1043.1,2,1,4,214,Hibernating,0.21715817694369974,0.0,0.0037226180936441,5,3
12498,20,3,403.7,4,3,2,432,Potential Loyalists,0.05630026809651475,0.009523809523809525,0.0014407256489350237,1,2
12500,22,11,4257.8200000000015,4,5,5,455,Loyal Customers,0.06166219839142091,0.04761904761904763,0.015195319500987181,1,2
12501,335,1,2169.3899999999994,1,1,5,115,Hibernating,0.900804289544236,0.0,0.0077421248836838,4,1
12502,94,5,3723.87,2,4,5,245,At Risk,0.2546916890080429,0.01904761904761905,0.013289757300717528,5,3
12504,17,2,482.05,4,2,2,422,Potential Loyalists,0.0482573726541555,0.004761904761904762,0.0017203413402752741,1,2
12506,231,1,73.50000000000003,1,1,1,111,Hibernating,0.6219839142091153,0.0,0.0002623069982579249,2,4
12507,133,3,1304.81,2,3,4,234,At Risk,0.35924932975871315,0.009523809523809525,0.004656609447577182,3,5
12508,25,2,398.27,4,2,2,422,Potential Loyalists,0.06970509383378017,0.004761904761904762,0.0014213470502882136,1,2
12509,283,1,176.5,1,1,1,111,Hibernating,0.7613941018766757,0.0,0.0006298936760887582,2,4
12510,141,2,982.57,2,2,4,224,Hibernating,0.38069705093833783,0.004761904761904762,0.0035065984663712815,3,5
12512,65,2,138.03000000000006,3,2,1,321,About to Sleep,0.1769436997319035,0.004761904761904762,0.0004926018363202909,5,3
12513,111,1,612.2900000000002,2,1,3,213,Hibernating,0.30026809651474534,0.0,0.002185142203582923,5,3
12514,266,1,1017.6800000000003,1,1,4,114,Hibernating,0.7158176943699732,0.0,0.0036318991290765303,2,4
12515,352,1,383.7,1,1,2,112,Hibernating,0.9463806970509383,0.0,0.001369349594987289,4,1
12516,76,2,1312.06,2,2,4,224,Hibernating,0.2064343163538874,0.004761904761904762,0.004682483267133235,5,3
12517,27,5,2502.8399999999983,4,4,5,445,Loyal Customers,0.07506702412868634,0.01904761904761905,0.008932142143127403,1,2
12518,-1,5,2056.8899999999994,5,4,4,544,Champions,0.0,0.01904761904761905,0.007340634580227793,1,2
12519,62,1,340.84,3,1,2,312,About to Sleep,0.16890080428954424,0.0,0.0012163907113772936,5,3
12520,78,5,2634.26,2,4,5,245,At Risk,0.21179624664879357,0.01904761904761905,0.009401154193617972,5,3
12521,141,1,599.6800000000002,2,1,3,213,Hibernating,0.38069705093833783,0.0,0.002140139601568876,3,5
12522,38,2,192.72000000000003,3,2,1,321,About to Sleep,0.10455764075067024,0.004761904761904762,0.0006877796558403711,1,2
12523,18,11,1789.7700000000007,4,5,4,454,Loyal Customers,0.050938337801608585,0.04761904761904763,0.0063873360037018535,1,2
12524,8,8,4485.719999999998,5,5,5,555,Champions,0.02412868632707775,0.03333333333333334,0.016008649635721607,1,2
12526,-1,3,1316.6600000000005,5,3,4,534,Potential Loyalists,0.0,0.009523809523809525,0.004698899759541217,1,2
12527,80,3,348.7100000000001,2,3,2,232,At Risk,0.21715817694369974,0.009523809523809525,0.0012444771886057275,5,3
12528,8,6,1933.4800000000007,5,5,4,554,Champions,0.02412868632707775,0.02380952380952381,0.006900208639343301,1,2
12530,58,4,1662.2799999999993,3,4,4,344,Loyal Customers,0.1581769436997319,0.014285714285714287,0.005932349347812014,5,3
12531,13,1,125.22,4,1,1,411,Promising,0.03753351206434317,0.0,0.00044688547376676654,1,2
12532,29,1,349.83,4,1,2,412,Promising,0.08042895442359249,0.0,0.0012484742476268004,1,2
12534,129,1,1089.18,2,1,4,214,Hibernating,0.3485254691689008,0.0,0.0038870685219396807,3,5
12535,90,2,716.3500000000001,2,2,3,223,Hibernating,0.24396782841823056,0.004761904761904762,0.002556511812272986,5,3
12536,42,3,12601.830000000005,3,3,5,335,Need Attention,0.11528150134048258,0.009523809523809525,0.04497344489600906,1,2
12538,28,1,363.95,4,1,2,412,Promising,0.0777479892761394,0.0,0.001298865741713901,1,2
12539,21,4,5568.349999999995,4,4,5,445,Loyal Customers,0.05898123324396783,0.014285714285714287,0.01987234249999339,1,2
12540,18,17,13400.23999999999,4,5,5,455,Loyal Customers,0.050938337801608585,0.0761904761904762,0.04782281265762955,1,2
12541,28,3,981.1800000000003,4,3,4,434,Potential Loyalists,0.0777479892761394,0.009523809523809525,0.0035016378306219147,1,2
12544,35,1,372.7,3,1,2,312,About to Sleep,0.096514745308311,0.0,0.0013300927653160349,1,2
12545,74,2,1000.39,2,2,4,224,Hibernating,0.20107238605898123,0.004761904761904762,0.0035701945304387125,5,3
12546,45,2,1161.5,3,2,4,324,About to Sleep,0.12332439678284182,0.004761904761904762,0.004145164333014689,5,3
12547,196,2,207.8,1,2,1,121,Hibernating,0.5281501340482574,0.004761904761904762,0.0007415972005169629,3,5
12548,165,1,95.2,2,1,1,211,Hibernating,0.4450402144772118,0.0,0.0003397500167912169,3,5
12550,78,1,964.8299999999994,2,1,4,214,Hibernating,0.21179624664879357,0.0,0.003443287906519638,5,3
12551,356,1,168.0,1,1,1,111,Hibernating,0.9571045576407506,0.0,0.0005995588531609709,4,1
12552,37,2,437.82,3,2,2,322,About to Sleep,0.10187667560321716,0.004761904761904762,0.001562493196969859,1,2
12553,7,10,3692.280000000001,5,5,5,555,Champions,0.021447721179624665,0.04285714285714286,0.013177018823507086,1,2
12556,49,2,603.7099999999998,3,2,3,323,About to Sleep,0.13404825737265416,0.004761904761904762,0.0021545218764393434,5,3
12557,15,5,11990.96,4,4,5,445,Loyal Customers,0.04289544235924933,0.01904761904761905,0.042793370392256405,1,2
12558,6,1,269.96000000000004,5,1,2,512,New Customers,0.01876675603217158,0.0,0.0009634339761865223,1,2
12559,309,2,561.7099999999998,1,2,3,123,Hibernating,0.8310991957104558,0.004761904761904762,0.0020046321631491007,4,1
12560,4,3,2134.01,5,3,5,535,Potential Loyalists,0.013404825737265416,0.009523809523809525,0.00761586064425026,1,2
12561,301,1,238.85,1,1,1,111,Hibernating,0.8096514745308311,0.0,0.0008524085242708209,4,1
12562,7,7,3781.7400000000025,5,5,5,555,Champions,0.021447721179624665,0.028571428571428577,0.013496283912815309,1,2
12564,260,1,456.90000000000015,1,1,2,112,Hibernating,0.6997319034852547,0.0,0.0016305859524359983,2,4
12565,287,1,145.92,1,1,1,111,Hibernating,0.772117962466488,0.0,0.0005207596896026719,2,4
12566,85,1,351.6500000000001,2,1,2,212,Hibernating,0.23056300268096516,0.0,0.0012549694685360447,5,3
12567,21,10,9401.279999999992,4,5,5,455,Loyal Customers,0.05898123324396783,0.04285714285714286,0.033551313422887905,1,2
12569,1,30,4124.689999999999,5,5,5,555,Champions,0.005361930294906166,0.1380952380952381,0.014720204797884075,1,2
12571,38,2,519.6099999999999,3,2,3,323,About to Sleep,0.10455764075067024,0.004761904761904762,0.0018543855695891194,1,2
12572,7,2,1020.4200000000003,5,2,4,524,Potential Loyalists,0.021447721179624665,0.004761904761904762,0.00364167764846737,1,2
12573,226,1,160.54,1,1,1,111,Hibernating,0.6085790884718498,0.0,0.0005729355850384659,2,4
12574,314,1,218.45,1,1,1,111,Hibernating,0.8445040214477212,0.0,0.0007796049492441316,4,1
12576,34,5,1315.8299999999995,3,4,4,344,Loyal Customers,0.09383378016085792,0.01904761904761905,0.004695937653302382,1,2
12577,34,3,657.8000000000002,3,3,3,333,Need Attention,0.09383378016085792,0.009523809523809525,0.002347558414340993,1,2
12578,20,2,2794.5099999999993,4,2,5,425,Potential Loyalists,0.05630026809651475,0.004761904761904762,0.009973054825874194,1,2
12579,77,1,440.42,2,1,2,212,Hibernating,0.20911528150134048,0.0,0.0015717720839830646,5,3
12580,245,1,415.7,1,1,2,112,Hibernating,0.6595174262734584,0.0,0.0014835512813036644,2,4
12581,38,1,197.71,3,1,1,311,About to Sleep,0.10455764075067024,0.0,0.0007055879813003308,1,2
12582,237,2,511.35999999999984,1,2,3,123,Hibernating,0.6380697050938338,0.004761904761904762,0.0018249429473356786,2,4
12583,1,15,7281.379999999993,5,5,5,555,Champions,0.005361930294906166,0.06666666666666668,0.025985808584697775,1,2
12584,2,9,2338.15,5,5,5,555,Champions,0.00804289544235925,0.0380952380952381,0.008344396026894787,1,2
12585,233,2,2040.099999999999,1,2,4,124,Hibernating,0.6273458445040214,0.004761904761904762,0.007280714382938668,2,4
12586,16,1,196.94,4,1,1,411,Promising,0.045576407506702415,0.0,0.000702840003223343,1,2
12587,6,1,144.0,5,1,1,511,New Customers,0.01876675603217158,0.0,0.0005139075884236894,1,2
12588,38,1,214.9,3,1,1,311,About to Sleep,0.10455764075067024,0.0,0.0007669356996684087,1,2
12589,27,2,646.6800000000002,4,2,3,423,Potential Loyalists,0.07506702412868634,0.004761904761904762,0.0023078733283460524,1,2
12590,210,2,9864.260000000004,1,2,5,125,Hibernating,0.5656836461126006,0.004761904761904762,0.03520359769572406,2,4
12591,316,1,452.8499999999999,1,1,2,112,Hibernating,0.8498659517426274,0.0,0.0016161323015115813,4,1
12592,91,2,437.6,2,2,2,222,Hibernating,0.24664879356568364,0.004761904761904762,0.0015617080603764339,5,3
12593,107,3,418.1,2,3,2,232,At Risk,0.289544235924933,0.009523809523809525,0.0014921164077773927,5,3
12594,36,10,3338.219999999999,3,5,5,355,Loyal Customers,0.09919571045576409,0.04285714285714286,0.011913448540470332,1,2
12596,50,2,618.27,3,2,3,323,About to Sleep,0.13672922252010725,0.004761904761904762,0.002206483643713295,5,3
12597,18,4,3811.220000000001,4,4,5,445,Loyal Customers,0.050938337801608585,0.014285714285714287,0.013601492216334264,1,2
12598,8,8,3023.0799999999986,5,5,5,555,Champions,0.02412868632707775,0.03333333333333334,0.010788776058415876,1,2
12599,28,7,1032.5800000000006,4,5,4,454,Loyal Customers,0.0777479892761394,0.028571428571428577,0.003685074289267594,1,2
12600,27,10,2599.0400000000004,4,5,5,455,Loyal Customers,0.07506702412868634,0.04285714285714286,0.009275460962616014,1,2
12601,188,5,577.0600000000002,1,4,3,143,At Risk,0.5067024128686327,0.01904761904761905,0.002059413284553988,3,5
12602,57,1,153.12000000000003,3,1,1,311,About to Sleep,0.1554959785522788,0.0,0.0005464550690238566,5,3
12603,20,1,739.1999999999998,4,1,3,413,Promising,0.05630026809651475,0.0,0.002638058953908272,1,2
12604,78,2,254.17999999999995,2,2,2,222,Hibernating,0.21179624664879357,0.004761904761904762,0.0009071182696217593,5,3
12607,59,1,1579.51,3,1,4,314,About to Sleep,0.16085790884718498,0.0,0.005636959548549317,5,3
12609,77,3,1126.85,2,3,4,234,At Risk,0.20911528150134048,0.009523809523809525,0.004021505319550239,5,3
12610,21,5,2099.540000000001,4,4,5,445,Loyal Customers,0.05898123324396783,0.01904761904761905,0.007492844015271343,1,2
12611,51,1,1193.32,3,1,4,314,About to Sleep,0.13941018766756033,0.0,0.0042587236348455345,5,3
12612,73,1,704.0400000000002,2,1,3,213,Hibernating,0.19839142091152814,0.0,0.002512579851068155,5,3
12613,56,5,3344.3799999999987,3,4,5,345,Loyal Customers,0.15281501340482573,0.01904761904761905,0.011935432365086235,5,3
12614,276,1,315.6,1,1,2,112,Hibernating,0.7426273458445041,0.0,0.0011263141312952527,2,4
12615,1,4,2291.1900000000005,5,4,5,545,Champions,0.005361930294906166,0.014285714285714287,0.008176805052225507,1,2
12616,94,2,713.3,2,2,3,223,Hibernating,0.2546916890080429,0.004761904761904762,0.0025456269640459555,5,3
12617,28,1,355.53000000000014,4,1,2,412,Promising,0.0777479892761394,0.0,0.0012688164230019053,1,2
12618,20,1,177.31,4,1,1,411,Promising,0.05630026809651475,0.0,0.0006327844062736414,1,2
12619,15,9,3641.24,4,5,5,455,Loyal Customers,0.04289544235924933,0.0380952380952381,0.012994867133832463,1,2
12620,13,3,1339.41,4,3,4,434,Potential Loyalists,0.03753351206434317,0.009523809523809525,0.004780090020906763,1,2
12621,0,20,13689.67,5,5,5,555,Champions,0.002680965147453083,0.09047619047619049,0.04885573122233422,1,2
12622,231,1,180.09999999999997,1,1,1,111,Hibernating,0.6219839142091153,0.0,0.0006427413657993503,2,4
12623,275,1,305.1,1,1,2,112,Hibernating,0.739946380697051,0.0,0.0010888417029726919,2,4
12624,105,2,641.1300000000001,2,2,3,223,Hibernating,0.28418230563002683,0.004761904761904762,0.002288066473375556,5,3
12625,210,2,2683.82,1,2,5,125,Hibernating,0.5656836461126006,0.004761904761904762,0.00957802405530046,2,4
12626,22,9,6620.479999999998,4,5,5,455,Loyal Customers,0.06166219839142091,0.0380952380952381,0.023627186881994902,1,2
12627,9,7,4478.53,5,5,5,555,Champions,0.026809651474530835,0.028571428571428577,0.0159829899443274,1,2
12628,3,3,786.4599999999997,5,3,3,533,Potential Loyalists,0.010723860589812333,0.009523809523809525,0.002806720569386768,1,2
12630,8,2,1270.88,5,2,4,524,Potential Loyalists,0.02412868632707775,0.004761904761904762,0.004535519972054851,1,2
12631,56,1,640.5000000000002,3,1,3,313,About to Sleep,0.15281501340482573,0.0,0.0022858181276762027,5,3
12633,57,4,2163.98,3,4,5,345,Loyal Customers,0.1554959785522788,0.014285714285714287,0.0077228176610909405,5,3
12635,88,2,1689.18,2,2,4,224,Hibernating,0.2386058981233244,0.004761904761904762,0.00602835014037172,5,3
12637,66,9,6021.9000000000015,3,5,5,355,Loyal Customers,0.17962466487935658,0.0380952380952381,0.021490972963393168,5,3
12638,32,1,671.69,3,1,3,313,About to Sleep,0.08847184986595175,0.0,0.0023971290838076943,1,2
12639,237,1,486.1,1,1,2,112,Hibernating,0.6380697050938338,0.0,0.0017347949911996905,2,4
12640,22,3,1174.58,4,3,4,434,Potential Loyalists,0.06166219839142091,0.009523809523809525,0.0041918442722965075,1,2
