Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
12538,28,1,363.95,4,1,2,412,Promising
12539,21,4,5568.349999999995,4,4,5,445,Loyal Customers
12540,18,17,13400.23999999999,4,5,5,455,Loyal Customers
12541,28,3,981.1800000000002,4,3,4,434,Potential Loyalists
12544,35,1,372.7,3,1,2,312,About to Sleep
12545,74,2,1000.3899999999999,2,2,4,224,Hibernating
12546,45,2,1161.5,3,2,4,324,About to Sleep
12547,196,2,207.8,1,2,1,121,Hibernating
12548,165,1,95.19999999999999,2,1,1,211,Hibernating
12550,78,1,964.8299999999994,2,1,4,214,Hibernating
12551,356,1,168.0,1,1,1,111,Hibernating
12552,37,2,437.81999999999994,3,2,2,322,About to Sleep
12553,7,10,3692.280000000001,5,5,5,555,Champions
12556,49,2,603.7099999999997,3,2,3,323,About to Sleep
12557,15,5,11990.96,4,4,5,445,Loyal Customers
12558,6,1,269.96000000000004,5,1,2,512,New Customers
12559,309,2,561.7099999999999,1,2,3,123,Hibernating
12560,4,3,2134.01,5,3,5,535,Potential Loyalists
12561,301,1,238.85,1,1,1,111,Hibernating
12562,7,7,3781.7400000000025,5,5,5,555,Champions
12564,260,1,456.9000000000001,1,1,2,112,Hibernating
12565,287,1,145.92,1,1,1,111,Hibernating
12566,85,1,351.65000000000003,2,1,2,212,Hibernating
12567,21,10,9401.279999999993,4,5,5,455,Loyal Customers
12569,1,30,4124.689999999999,5,5,5,555,Champions
12571,38,2,519.6099999999999,3,2,3,323,About to Sleep
12572,7,2,1020.4200000000003,5,2,4,524,Potential Loyalists
12573,226,1,160.54,1,1,1,111,Hibernating
12574,314,1,218.45000000000002,1,1,1,111,Hibernating
12576,34,5,1315.8299999999997,3,4,4,344,Loyal Customers
12577,34,3,657.8000000000003,3,3,3,333,Need Attention
12578,20,2,2794.5099999999993,4,2,5,425,Potential Loyalists
12579,77,1,440.41999999999996,2,1,2,212,Hibernating
12580,245,1,415.7,1,1,2,112,Hibernating
12581,38,1,197.70999999999998,3,1,1,311,About to Sleep
12582,237,2,511.3599999999999,1,2,3,123,Hibernating
12583,1,15,7281.379999999993,5,5,5,555,Champions
12584,2,9,2338.1499999999996,5,5,5,555,Champions
12585,233,2,2040.099999999999,1,2,4,124,Hibernating
12586,16,1,196.94,4,1,1,411,Promising
12587,6,1,144.0,5,1,1,511,New Customers
12588,38,1,214.9,3,1,1,311,About to Sleep
12589,27,2,646.6800000000001,4,2,3,423,Potential Loyalists
12590,210,2,9864.260000000004,1,2,5,125,Hibernating
12591,316,1,452.84999999999985,1,1,2,112,Hibernating
12592,91,2,437.59999999999997,2,2,2,222,Hibernating
12593,107,3,418.09999999999997,2,3,2,232,At Risk
12594,36,10,3338.2199999999984,3,5,5,355,Loyal Customers
12596,50,2,618.27,3,2,3,323,About to Sleep
12597,18,4,3811.2200000000016,4,4,5,445,Loyal Customers
12598,8,8,3023.079999999999,5,5,5,555,Champions
12599,28,7,1032.5800000000006,4,5,4,454,Loyal Customers
12600,27,10,2599.0400000000004,4,5,5,455,Loyal Customers
12601,188,5,577.0600000000001,1,4,3,143,At Risk
12602,57,1,153.12000000000003,3,1,1,311,About to Sleep
12603,20,1,739.1999999999999,4,1,3,413,Promising
12604,78,2,254.17999999999995,2,2,2,222,Hibernating
12607,59,1,1579.51,3,1,4,314,About to Sleep
12609,77,3,1126.8500000000001,2,3,4,234,At Risk
12610,21,5,2099.540000000001,4,4,5,445,Loyal Customers
12611,51,1,1193.32,3,1,4,314,About to Sleep
12612,73,1,704.0400000000001,2,1,3,213,Hibernating
12613,56,5,3344.3799999999983,3,4,5,345,Loyal Customers
12614,276,1,315.59999999999997,1,1,2,112,Hibernating
12615,1,4,2291.1900000000005,5,4,5,545,Champions
12616,94,2,713.3,2,2,3,223,Hibernating
12617,28,1,355.5300000000002,4,1,2,412,Promising
12618,20,1,177.31,4,1,1,411,Promising
12619,15,9,3641.2400000000002,4,5,5,455,Loyal Customers
12620,13,3,1339.4099999999999,4,3,4,434,Potential Loyalists
12621,0,20,13689.67,5,5,5,555,Champions
12622,231,1,180.09999999999997,1,1,1,111,Hibernating
12623,275,1,305.1,1,1,2,112,Hibernating
12624,105,2,641.1300000000001,2,2,3,223,Hibernating
12625,210,2,2683.8199999999997,1,2,5,125,Hibernating
12626,22,9,6620.479999999998,4,5,5,455,Loyal Customers
12627,9,7,4478.53,5,5,5,555,Champions
12628,3,3,786.4599999999998,5,3,3,533,Potential Loyalists
12630,8,2,1270.8799999999999,5,2,4,524,Potential Loyalists
12631,56,1,640.5000000000002,3,1,3,313,About to Sleep
12633,57,4,2163.9799999999996,3,4,5,345,Loyal Customers
12635,88,2,1689.18,2,2,4,224,Hibernating
12637,66,9,6021.900000000001,3,5,5,355,Loyal Customers
12638,32,1,671.69,3,1,3,313,About to Sleep
12639,237,1,486.1,1,1,2,112,Hibernating
12640,22,3,1174.58,4,3,4,434,Potential Loyalists
12641,114,1,185.9,2,1,1,211,Hibernating
12642,24,3,1013.26,4,3,4,434,Potential Loyalists
12643,127,6,3344.6400000000003,2,5,5,255,Can't Loose
12644,128,1,477.9100000000001,2,1,2,212,Hibernating
12645,32,4,1775.1800000000005,3,4,4,344,Loyal Customers
12646,3,2,1346.9700000000003,5,2,4,524,Potential Loyalists
12647,21,12,3722.820000000001,4,5,5,455,Loyal Customers
12648,153,1,318.05,2,1,2,212,Hibernating
12649,106,3,623.5099999999999,2,3,3,233,At Risk
12650,2,1,314.44,5,1,2,512,New Customers
12651,333,1,114.00000000000003,1,1,1,111,Hibernating
12652,330,1,919.9799999999998,1,1,3,113,Hibernating
12653,147,2,2209.8500000000004,2,2,5,225,Hibernating
12654,9,5,601.98,5,4,3,543,Champions
12656,16,5,4051.170000000002,4,4,5,445,Loyal Customers
12657,10,4,1643.18,5,4,4,544,Champions
12658,17,1,686.0500000000001,4,1,3,413,Promising
12659,28,1,91.68,4,1,1,411,Promising
12660,10,1,245.10000000000002,5,1,1,511,New Customers
12662,-1,11,3849.7799999999984,5,5,5,555,Champions
12664,7,9,4881.879999999999,5,5,5,555,Champions
12665,323,1,63.0,1,1,1,111,Hibernating
12667,57,1,620.13,3,1,3,313,About to Sleep
12668,10,4,3807.150000000002,5,4,5,545,Champions
12669,149,3,2744.0300000000007,2,3,5,235,At Risk
12670,9,5,2996.0500000000006,5,4,5,545,Champions
12672,328,1,225.9,1,1,1,111,Hibernating
12673,4,2,610.52,5,2,3,523,Potential Loyalists
12674,37,4,1970.6000000000006,3,4,4,344,Loyal Customers
12676,23,6,1331.3900000000006,4,5,4,454,Loyal Customers
12678,41,12,17628.460000000003,3,5,5,355,Loyal Customers
12679,57,4,1113.0200000000002,3,4,4,344,Loyal Customers
12680,-1,4,880.81,5,4,3,543,Champions
12681,13,22,13787.54,4,5,5,455,Loyal Customers
12682,2,31,12288.219999999998,5,5,5,555,Champions
12683,3,15,8476.569999999998,5,5,5,555,Champions
12684,6,7,2283.6299999999997,5,5,5,555,Champions
12685,27,6,2863.0800000000004,4,5,5,455,Loyal Customers
12686,370,1,89.14,1,1,1,111,Hibernating
12688,112,1,4873.810000000005,2,1,5,215,Hibernating
12689,24,2,1247.61,4,2,4,424,Potential Loyalists
12690,204,1,389.00999999999993,1,1,2,112,Hibernating
12691,27,6,1035.8,4,5,4,454,Loyal Customers
12693,126,4,855.9099999999997,2,4,3,243,At Risk
12694,69,2,869.6699999999998,3,2,3,323,About to Sleep
12695,6,4,582.1,5,4,3,543,Champions
12697,27,3,957.5899999999999,4,3,4,434,Potential Loyalists
12700,6,4,4939.990000000006,5,4,5,545,Champions
12701,78,2,797.7099999999999,2,2,3,223,Hibernating
12702,18,1,219.0,4,1,1,411,Promising
12703,70,1,283.54999999999995,3,1,2,312,About to Sleep
12704,6,8,2340.84,5,5,5,555,Champions
12705,14,9,6868.290000000003,4,5,5,455,Loyal Customers
12707,290,1,603.42,1,1,3,113,Hibernating
12708,28,10,2712.9100000000008,4,5,5,455,Loyal Customers
12709,14,15,9736.519999999991,4,5,5,455,Loyal Customers
12710,95,3,1149.0200000000007,2,3,4,234,At Risk
12712,27,13,4396.129999999999,4,5,5,455,Loyal Customers
12713,-1,1,848.5499999999998,5,1,3,513,New Customers
12714,8,5,4708.859999999994,5,4,5,545,Champions
12715,105,1,353.85999999999996,2,1,2,212,Hibernating
12716,2,2,1053.4899999999996,5,2,4,524,Potential Loyalists
12717,150,2,1030.98,2,2,4,224,Hibernating
12718,70,1,238.25000000000003,3,1,1,311,About to Sleep
12719,4,2,644.9499999999999,5,2,3,523,Potential Loyalists
12720,1,25,5781.730000000001,5,5,5,555,Champions
12721,30,6,2656.130000000001,4,5,5,455,Loyal Customers
12722,84,4,997.6299999999999,2,4,4,244,At Risk
12723,2,5,725.0699999999998,5,4,3,543,Champions
12724,4,4,1031.4099999999999,5,4,4,544,Champions
12725,370,1,427.79999999999995,1,1,2,112,Hibernating
12726,27,7,2609.1000000000004,4,5,5,455,Loyal Customers
12727,9,7,3980.7000000000003,5,5,5,555,Champions
12728,70,4,836.3299999999999,3,4,3,343,Loyal Customers
12729,112,1,453.0100000000001,2,1,2,212,Hibernating
12731,22,12,18895.910000000003,4,5,5,455,Loyal Customers
12732,178,1,236.2600000000001,2,1,1,211,Hibernating
12733,233,1,383.95,1,1,2,112,Hibernating
12734,351,1,110.39999999999999,1,1,1,111,Hibernating
12735,314,2,779.5699999999998,1,2,3,123,Hibernating
12736,331,1,234.00000000000003,1,1,1,111,Hibernating
12738,371,1,155.35,1,1,1,111,Hibernating
12739,77,2,1013.0400000000001,2,2,4,224,Hibernating
12740,62,1,427.5999999999999,3,1,2,312,About to Sleep
12743,133,2,546.4299999999997,2,2,3,223,Hibernating
12744,50,7,21279.289999999994,3,5,5,355,Loyal Customers
12747,1,11,4196.010000000001,5,5,5,555,Champions
12748,-1,211,33719.730000000316,5,5,5,555,Champions
12749,2,5,4090.880000000001,5,4,5,545,Champions
12750,127,1,275.88,2,1,2,212,Hibernating
12752,80,1,4366.779999999999,2,1,5,215,Hibernating
12753,21,6,21429.39,4,5,5,455,Loyal Customers
12754,234,4,3010.74,1,4,5,145,At Risk
12755,279,2,3811.9499999999994,1,2,5,125,Hibernating
12756,85,1,112.08000000000001,2,1,1,211,Hibernating
12757,14,13,7857.099999999999,4,5,5,455,Loyal Customers
12758,115,2,2791.590000000001,2,2,5,225,Hibernating
12759,51,3,1531.4400000000007,3,3,4,334,Need Attention
12762,6,2,1898.5200000000004,5,2,4,524,Potential Loyalists
12763,137,2,494.08,2,2,3,223,Hibernating
12764,315,1,1693.8800000000003,1,1,4,114,Hibernating
12766,2,7,6989.629999999999,5,5,5,555,Champions
12769,237,1,1143.6000000000001,1,1,4,114,Hibernating
12770,209,1,1351.4499999999998,1,1,4,114,Hibernating
12772,58,1,892.4700000000004,3,1,3,313,About to Sleep
12775,16,5,1386.0400000000004,4,4,4,444,Loyal Customers
12778,18,6,822.2300000000001,4,5,3,453,Loyal Customers
12779,36,8,3981.360000000003,3,5,5,355,Loyal Customers
12781,62,2,826.7400000000001,3,2,3,323,About to Sleep
12782,3,5,2330.9200000000014,5,4,5,545,Champions
12783,1,6,2225.91,5,5,5,555,Champions
12784,8,2,574.42,5,2,3,523,Potential Loyalists
12785,363,1,311.95,1,1,2,112,Hibernating
12787,8,3,463.65999999999997,5,3,2,532,Potential Loyalists
12789,64,1,91.85000000000001,3,1,1,311,About to Sleep
12790,191,1,324.9200000000001,1,1,2,112,Hibernating
12791,372,1,192.60000000000002,1,1,1,111,Hibernating
12792,255,1,400.54,1,1,2,112,Hibernating
12793,333,2,545.48,1,2,3,123,Hibernating
12794,52,2,860.4099999999999,3,2,3,323,About to Sleep
12795,17,1,430.4800000000001,4,1,2,412,Promising
12797,364,1,254.03,1,1,2,112,Hibernating
12798,9,3,6977.039999999999,5,3,5,535,Potential Loyalists
12802,185,1,427.5799999999999,1,1,2,112,Hibernating
12808,35,3,483.65000000000015,3,3,2,332,Need Attention
12809,176,1,489.31,2,1,2,212,Hibernating
12811,259,3,514.85,1,3,3,133,At Risk
12812,43,1,229.63999999999993,3,1,1,311,About to Sleep
12814,100,1,125.92,2,1,1,211,Hibernating
12815,146,2,1063.46,2,2,4,224,Hibernating
12816,94,2,572.2,2,2,3,223,Hibernating
12817,280,1,166.04,1,1,1,111,Hibernating
12818,260,1,1542.08,1,1,4,114,Hibernating
12820,2,4,942.3399999999999,5,4,4,544,Champions
12821,213,1,92.72,1,1,1,111,Hibernating
12822,69,2,948.8799999999999,3,2,4,324,About to Sleep
12823,73,5,1759.5,2,4,4,244,At Risk
12824,58,1,397.11999999999995,3,1,2,312,About to Sleep
12826,1,7,1474.7199999999993,5,5,4,554,Champions
12827,4,3,430.15,5,3,2,532,Potential Loyalists
12828,1,6,1018.7100000000003,5,5,4,554,Champions
12829,335,2,293.0,1,2,2,122,Hibernating
12830,36,6,6814.640000000001,3,5,5,355,Loyal Customers
12831,261,1,215.05,1,1,1,111,Hibernating
12832,31,2,383.03000000000003,4,2,2,422,Potential Loyalists
12833,144,1,417.37999999999994,2,1,2,212,Hibernating
12834,281,1,312.38,1,1,2,112,Hibernating
12836,58,5,2612.8599999999988,3,4,5,345,Loyal Customers
12837,172,1,134.1,2,1,1,211,Hibernating
12838,32,2,683.1299999999994,3,2,3,323,About to Sleep
12839,1,14,5591.420000000003,5,5,5,555,Champions
12840,142,4,2726.769999999999,2,4,5,245,At Risk
12841,3,24,4022.3499999999967,5,5,5,555,Champions
12842,69,2,1118.99,3,2,4,324,About to Sleep
12843,64,8,1702.26,3,5,4,354,Loyal Customers
12844,28,2,325.9599999999999,4,2,2,422,Potential Loyalists
12845,266,4,354.09000000000003,1,4,2,142,At Risk
12847,21,1,871.5399999999998,4,1,3,413,Promising
12849,30,2,1050.8899999999999,4,2,4,424,Potential Loyalists
12851,95,1,135.17999999999995,2,1,1,211,Hibernating
12852,293,1,311.54999999999995,1,1,2,112,Hibernating
12853,133,6,1957.1,2,5,4,254,Can't Loose
12854,77,3,1324.5000000000007,2,3,4,234,At Risk
12855,371,1,38.1,1,1,1,111,Hibernating
12856,6,6,2179.9300000000007,5,5,5,555,Champions
12857,209,2,1106.4000000000003,1,2,4,124,Hibernating
12863,51,1,521.2,3,1,3,313,About to Sleep
12864,137,1,147.12,2,1,1,211,Hibernating
12865,25,2,1568.229999999999,4,2,4,424,Potential Loyalists
12866,282,1,559.1199999999999,1,1,3,113,Hibernating
12867,25,7,4036.819999999996,4,5,5,455,Loyal Customers
12868,184,6,1607.0600000000009,1,5,4,154,Can't Loose
12871,83,2,380.64000000000004,2,2,2,222,Hibernating
12872,325,2,599.9699999999998,1,2,3,123,Hibernating
12873,281,1,374.0,1,1,2,112,Hibernating
12875,142,2,343.2300000000001,2,2,2,222,Hibernating
12876,56,2,2218.0200000000004,3,2,5,325,About to Sleep
12877,2,12,1535.7700000000007,5,5,4,554,Champions
12878,235,2,854.9899999999999,1,2,3,123,Hibernating
12879,43,3,573.22,3,3,3,333,Need Attention
12881,274,1,298.0,1,1,2,112,Hibernating
12882,8,2,1463.0399999999995,5,2,4,524,Potential Loyalists
12883,23,4,703.4700000000001,4,4,3,443,Loyal Customers
12884,87,1,309.05000000000007,2,1,2,212,Hibernating
12885,62,3,1175.2199999999996,3,3,4,334,Need Attention
12886,66,2,1378.4,3,2,4,324,About to Sleep
12888,213,2,354.12,1,2,2,122,Hibernating
12890,23,1,380.46999999999997,4,1,2,412,Promising
12891,184,3,331.0,1,3,2,132,At Risk
12893,29,1,188.14,4,1,1,411,Promising
12895,41,2,372.79999999999995,3,2,2,322,About to Sleep
12897,203,2,216.5,1,2,1,121,Hibernating
12901,7,28,17654.539999999997,5,5,5,555,Champions
12902,263,1,138.68,1,1,1,111,Hibernating
12904,17,2,509.57999999999976,4,2,3,423,Potential Loyalists
12906,10,4,2919.809999999999,5,4,5,545,Champions
12908,175,2,750.0,2,2,3,223,Hibernating
12909,38,5,2178.67,3,4,5,345,Loyal Customers
12910,22,8,3075.0400000000013,4,5,5,455,Loyal Customers
12912,1,5,1662.3,5,4,4,544,Champions
12913,3,5,2483.6299999999997,5,4,5,545,Champions
12915,147,2,363.65,2,2,2,222,Hibernating
12916,137,4,3006.1500000000005,2,4,5,245,At Risk
12917,127,1,594.0,2,1,3,213,Hibernating
12919,7,6,1335.1899999999998,5,5,4,554,Champions
12920,16,1,164.23000000000002,4,1,1,411,Promising
12921,8,36,16587.09000000002,5,5,5,555,Champions
12922,160,1,405.38,2,1,2,212,Hibernating
12923,63,1,176.97,3,1,1,311,About to Sleep
12924,87,4,933.7000000000003,2,4,3,243,At Risk
12925,3,2,694.0499999999998,5,2,3,523,Potential Loyalists
12928,34,5,2062.6999999999994,3,4,5,345,Loyal Customers
12929,310,1,117.85000000000001,1,1,1,111,Hibernating
12930,77,2,415.8,2,2,2,222,Hibernating
12931,20,15,42055.95999999999,4,5,5,455,Loyal Customers
12933,23,3,607.5299999999999,4,3,3,433,Potential Loyalists
12935,1,7,2160.6999999999994,5,5,5,555,Champions
12936,16,4,1063.9000000000005,4,4,4,444,Loyal Customers
12937,14,4,1504.2700000000004,4,4,4,444,Loyal Customers
12938,24,1,114.14,4,1,1,411,Promising
12939,63,8,11581.8,3,5,5,355,Loyal Customers
12940,53,2,913.5400000000001,3,2,3,323,About to Sleep
12942,130,3,683.9000000000001,2,3,3,233,At Risk
12944,34,2,604.51,3,2,3,323,About to Sleep
12945,287,1,462.95000000000005,1,1,2,112,Hibernating
12947,142,6,1603.9900000000002,2,5,4,254,Can't Loose
12948,15,7,2064.95,4,5,5,455,Loyal Customers
12949,29,8,4167.220000000001,4,5,5,455,Loyal Customers
12950,1,3,1843.0,5,3,4,534,Potential Loyalists
12951,7,6,1064.0700000000004,5,5,4,554,Champions
12952,4,4,1387.7900000000004,5,4,4,544,Champions
12953,8,1,329.84999999999997,5,1,2,512,New Customers
12955,0,11,4757.159999999999,5,5,5,555,Champions
12956,305,1,108.07,1,1,1,111,Hibernating
12957,8,8,4017.5400000000027,5,5,5,555,Champions
12962,6,2,266.39000000000004,5,2,2,522,Potential Loyalists
12963,7,8,1856.6299999999997,5,5,4,554,Champions
12965,88,1,771.9099999999996,2,1,3,213,Hibernating
12966,8,1,160.18,5,1,1,511,New Customers
12967,357,2,1660.9,1,2,4,124,Hibernating
12968,111,1,135.95,2,1,1,211,Hibernating
12970,6,4,452.23999999999995,5,4,2,542,Champions
12971,2,83,11189.909999999996,5,5,5,555,Champions
12974,196,1,144.8,1,1,1,111,Hibernating
12976,210,1,738.6,1,1,3,113,Hibernating
12977,155,1,39.24,2,1,1,211,Hibernating
12980,156,9,7374.900000000001,2,5,5,255,Can't Loose
12981,28,2,372.21999999999997,4,2,2,422,Potential Loyalists
12982,241,1,390.53999999999996,1,1,2,112,Hibernating
12984,17,1,97.5,4,1,1,411,Promising
